1,Alfalfa cubes,,,100,91,18.1,39.3,8.2,,,2.1,12,1.3,45.5,7.6,56,2,1.2,0.6,31,5.1,30,30,5.5,49.3,75,75,92,1.16,0.47,1.09,1.67,1.09,0.13,,1.14,,0.9,0.33,1.29,1.49,0.28,0.28,0.7,2.05,0.16,0.25,0.77,8.54,,648.5,44.1,0.8,24.3,19.3,1,
64,Feather meal,,,,92,91.1,10.3,113.6,17.7,,9.7,2.8,0.7,25.8,,79.1,2.9,1.9,1.3,70.8,1.7,,,,51.4,,75,23,6.76,0.86,4.19,7.57,2.34,0.45,,4.74,,3.8,0.73,7.24,0.76,0.08,0.08,0.27,0.24,0.21,1.69,0.13,12.2,0,283.2,56.6,1,171.1,,,
65,Fescue hay,,,100,88.9,9.2,25,8.7,,,2.1,8.4,3.3,65,3.1,58.3,2.1,1.3,0.7,29,3.7,30,30,3,73.3,75,75,98,0.3,0.11,0.3,0.58,0.3,0.07,,0.37,,0.3,0.48,0.41,0.48,0.22,0.17,1.45,1.73,0.1,0.16,,4.75,,,90.3,,21.3,34.6,,
66,Field Peas High CP,,,,88.2,25.2,20,8,,,1,7,43.9,13.1,5.8,75.8,2.7,1.8,1.2,43,7.3,25,25,6,75,75,75,36,2.62,0.79,0.95,1.59,0.97,0.16,,1.47,,0.87,0.44,1.33,0.14,0.15,0.15,,1.04,0.02,0.18,,5.9,,160,15.5,,32.3,,,
67,Field Peas Low CP,,,100,89.9,14.7,28,17,,,1.9,9.9,46.3,55.4,14.4,59,2.1,1.3,0.7,46,5.4,37,37,10,54.1,75,75,6,0.94,0.38,0.88,1.36,0.88,0.11,,0.93,,0.73,0.27,1.05,0.44,0.28,0.28,,0.95,0.08,0.21,0.19,10.5,0.1,309,31,0.3,21,33,,91
68,Fish meal,,,,92.3,66.2,25.2,13.2,,,11.9,20,5.8,13.6,,81.9,3,2,1.3,45,1,,,,98.4,,75,10,4.76,1.52,3,4.65,4.72,1.88,,2.87,,2.76,1.01,3.19,5.2,0.2,0.2,1.15,0.92,0.65,0.82,1.24,9,1.2,931.8,80,1.4,128.7,,,13
69,Flaxseed,,,,91.6,28.7,46.3,7.4,,,27.7,5.1,2,31.8,5.7,81.6,3,2,1.3,34.8,6.1,25,25,6,75.3,75,75,100,2.98,0.9,1.08,1.82,1.1,0.18,,1.68,,0.99,0.5,1.51,0.31,0.45,0.45,0.09,0.94,0.06,0.29,0.71,14.93,,109.6,32.9,,52.7,,,
70,Forage sorghum silage,,,100,28.9,9,49.6,6.3,1.4,,2.9,8.9,9.8,57.7,5.3,57.4,2.1,1.2,0.7,30.2,0.5,20,20,5,72.6,75,75,81,0.64,0.12,0.27,0.39,0.33,0.07,,0.25,,0.2,0.07,0.25,0.44,0.26,0.26,0.7,1.89,0.02,0.15,1.98,8.85,,422.9,53.4,0,34.1,,,
71,Forage sorghum sudan,,,100,31.8,12.8,44.4,5.4,,,3,10.4,2.1,59.8,4.2,57.1,2.1,1.2,0.6,29.3,2.6,20,20,5,56.1,75,75,41,0.36,0.13,0.36,0.7,0.36,0.09,,0.45,,0.36,0.57,0.49,0.47,0.3,0.3,0.93,2.51,0.03,0.25,0.27,13.29,,398,79,,38.9,175.4,,
72,Forage sorghum sudan hay,,,100,88.8,11,39.3,4.5,12.6,,2,8.8,2.9,62.7,4.8,56.8,2.1,1.2,0.6,35.2,3.1,20,20,3,66.7,75,75,98,0.31,0.11,0.31,0.61,0.31,0.07,,0.39,,0.31,0.5,0.42,0.41,0.29,0.29,0.98,2.21,0.05,0.16,0.13,8.88,,324.8,67,,34.9,,,
73,Forage sorghum sudan silage,,,100,31.3,12.3,50.5,6.5,5.8,,3.3,10.2,2.9,61.1,5.5,56.1,2,1.2,0.6,30.4,2.6,20,20,5,56.1,75,75,41,0.35,0.12,0.35,0.67,0.35,0.08,,0.43,,0.35,0.55,0.47,0.55,0.27,0.27,0.76,2.48,0.03,0.18,0.27,10.57,,747,61.3,0.2,37.1,175.4,,
74,"Forage sorghum, fresh",,,100,30.6,8.9,40.6,5.1,,,2.2,7.8,12,56,4,60.1,2.2,1.3,0.7,34.4,0.5,20,20,5,72.6,75,75,81,0.63,0.12,0.27,0.38,0.32,0.07,,0.25,,0.2,0.07,0.25,0.33,0.22,0.22,0.6,1.67,0.02,0.14,0.3,10.46,,431.5,61.2,0,35.5,,,
75,"Forage sorghum, hay",,,100,88.7,9,36.9,5,,,2.1,7.6,9.5,58.5,5,58.8,2.1,1.3,0.7,38,3.1,20,20,3,66.7,75,75,98,0.26,0.09,0.26,0.5,0.26,0.06,,0.32,,0.26,0.41,0.35,0.38,0.27,0.27,0.74,1.77,0.02,0.13,0.13,8.6,,258.7,57.3,0.1,30.5,,,
76,Foxtail millet,,,100,76,9.8,15,25,,,1,8,14.7,60.3,15,47.6,1.7,0.9,0.3,30,4.7,30,30,5.5,46.6,75,75,92,0.63,0.26,0.59,0.91,0.59,0.07,,0.62,,0.49,0.18,0.7,0.62,0.2,0.2,,2.65,0.06,,,2.8,,290,24.8,0.6,26.6,,1,
77,Fresh soybean forage,,,100,33.4,19.6,39.6,8.7,,,3.5,8.6,5.9,45.3,7.1,60.3,2.2,1.3,0.7,32.8,5.8,25,25,9,79.6,75,75,41,0.55,0.2,0.55,1.08,0.55,0.13,,0.69,,0.55,0.88,0.75,1.27,0.38,0.38,0.29,1.79,0.02,0.21,,10.52,,285,51.7,,38.2,254.4,,
78,Glycerin,,,,80.2,0.8,100,,1.4,,6.2,6.7,0.4,0.3,,69,2.5,1.6,1,0,,30,30,20,,75,75,,,,,,,,,,,,,,0.08,0.07,0.07,4.49,0.53,2.48,1.18,1.59,5.08,2.1,263,22.3,,7.2,,,7
79,Grain sorghum grain,,,,88.7,11.6,19.5,8.7,0.1,,3.5,2.1,71.2,7.2,1.1,86,3.1,2.1,1.4,71.1,5.1,10,10,5,85.5,75,75,34,0.82,0.16,0.35,0.5,0.42,0.09,,0.32,,0.26,0.09,0.32,0.06,0.15,0.15,0.32,0.39,0.12,0.11,0.65,4.95,0.1,42.9,20.1,0.2,19.9,0.1,,12
80,Grain sorghum hay,,,100,84.8,9,38.5,8.4,,,1.6,11,7.3,56.4,2.9,54.5,2,1.1,0.6,31,3.1,20,20,3,66.7,75,75,98,0.25,0.09,0.25,0.49,0.25,0.06,,0.31,,0.25,0.4,0.34,0.44,0.26,0.26,,1.71,0.03,0.1,0.13,8.47,,170,97.6,,30.4,,,
81,Grain sorghum silage,,,100,36.5,9.2,3.8,8.9,0.2,,2.4,10.1,4.6,49.2,5.6,59,2.1,1.3,0.7,28,2.6,20,20,5,56.1,75,75,41,0.26,0.09,0.26,0.51,0.26,0.06,,0.32,,0.26,0.41,0.35,0.36,0.19,0.19,,1.66,0.02,0.1,0.27,4.75,,120,43.3,,20.8,175.4,,
82,Grain sorghum stalks,,,100,82.6,7.7,32,7.3,,,1.5,19.5,53.6,64.8,1.4,39.5,1.4,0.6,0.1,57,5.1,10,10,5,85.5,75,75,34,0.54,0.1,0.23,0.33,0.28,0.06,,0.21,,0.17,0.06,0.21,0.48,0.27,0.27,0.36,1.79,0.03,0.11,0.53,6.53,0.1,80.8,86.2,0.5,21.3,0.1,,12
83,"Grain sorghum, flaked",,,,81,10.1,8,82.2,,,2.6,1.4,75.2,9.7,0.2,93,3.4,2.3,1.6,57,3.9,25,25,6,85.8,95,75,48,0.18,0.21,0.27,1.08,0.17,0.11,,0.37,,0.28,0.04,0.38,0.03,0.12,0.12,0.46,0.38,0.01,0.11,0.43,3,,30,18,,19,,,
84,"Grain sorghum, high-moisture",,,,69.9,10.4,3.5,9.3,,,3.5,2.7,72.9,9.3,1.4,86,3.1,2.1,1.4,49.2,5.1,10,10,5,85.5,75,75,34,0.74,0.14,0.31,0.45,0.38,0.08,,0.29,,0.24,0.08,0.29,0.04,0.14,0.14,0.08,0.41,0.06,0.1,0.53,8.23,0.1,60,28.7,0.2,38.4,0.1,,12
85,"Grape pomace, dry",,,,91.8,12.3,20.6,35.5,,,8.9,9.6,1,51.8,31.9,47,1.7,0.9,0.3,74.9,,50,50,9,,75,75,34,,,,,,,,,,,,,0.62,0.13,0.13,0.16,0.91,0.03,0.16,,48.73,,543.8,31.5,,20.2,,,
86,"Grape pomace, wet",,,,41.9,11.7,21.9,23.4,,,9,15.1,1,50.1,27.6,56,2,1.2,0.6,75.4,,50,50,9,,75,75,34,,,,,,,,,,,,,0.51,0.12,0.12,0.05,1.61,0.05,0.15,,20.87,,601.2,28.5,,18.2,,,
87,Hominy,,,,88.7,10.3,28,3.2,1.1,,7.1,2.6,56.8,16.8,1.5,87.2,3.2,2.2,1.5,66.5,3.7,20,20,5,87.6,75,75,9,0.56,0.29,0.4,1.11,0.33,0.11,,0.5,,0.38,0.01,0.53,0.04,0.2,0.2,0.11,0.62,0.02,0.12,0.06,3.83,,65.3,10.6,,37.5,,,
88,Johnson grass,,,100,50.1,7.8,41,2,,,2.1,10,0.6,62.3,7,54,2,1.1,0.5,17,5,30,30,3,83.7,75,75,41,0.22,0.08,0.22,0.43,0.22,0.05,,0.27,,0.22,0.35,0.3,0.59,0.15,0.15,,1.3,,0.09,,4,,,26,,24,304.2,,
89,Kochia,,,100,75,13.5,25,5.9,,,1.1,11.8,6.5,46,3.5,50.9,1.8,1,0.4,21,3.7,30,30,3,73.3,75,75,98,0.38,0.13,0.38,0.74,0.38,0.09,,0.47,,0.38,0.61,0.52,1.48,0.73,0.73,,3.24,0.09,0.4,0.58,25.06,,91,108.9,,28.3,26,,
90,Kochia silage,,,100,37.1,15.4,55,8.1,,,1.2,14.9,23.7,45.7,5,58,2.1,1.2,0.7,24,5.6,25,25,6,56.9,75,75,81,0.29,0.16,0.37,0.99,0.33,0.12,,0.45,,0.33,0.02,0.49,1.1,0.59,0.59,0.18,3.08,0.16,0.37,0.1,9.5,,180,117,,29.8,58.1,,
91,Linseed meal,,,,90.5,36.9,44,8.6,,,12,6.2,2.5,32.1,5.7,73.6,2.7,1.7,1.1,31.9,7.8,35,35,6,86.6,75,75,23,3.95,0.93,1.98,2.51,1.59,0.72,,1.94,,1.56,0.6,2.13,0.39,0.58,0.58,0.08,1.18,0.09,0.38,0.21,21.39,,280.5,50.7,0.9,73.9,,,
92,Meadow hay,,,100,88.8,8.8,25,14.8,14,,1.8,9.9,6.8,60.9,7,52.9,1.9,1.1,0.5,33,3.7,30,30,3,73.3,75,75,98,0.25,0.09,0.25,0.48,0.25,0.06,,0.31,,0.25,0.4,0.34,0.5,0.19,0.19,,1.75,0.04,0.18,0.14,4.48,,,103.9,,19.6,120.9,,135.6
93,Millet forage fresh,,,100,36.2,12.2,43.7,8,,,3.9,8,4.9,65.3,8,52.5,1.9,1.1,0.5,13,5.8,25,25,9,79.6,75,75,41,0.34,0.12,0.34,0.67,0.34,0.08,,0.43,,0.34,0.55,0.47,0.47,0.39,0.39,,2.84,0.16,0.27,,38,,200,90,,31.6,254.4,,
94,Millet forage hay,,,100,86.3,9.5,36.8,5.7,,,1.7,11.4,2.9,62.5,6.5,52.5,1.9,1.1,0.5,39.6,3.7,30,30,3,73.3,75,75,98,0.27,0.1,0.27,0.52,0.27,0.06,,0.33,,0.27,0.43,0.36,0.5,0.32,0.32,0.9,2.58,0.03,0.2,,8.98,,450.2,72.7,,29.8,34.6,,
95,Millet grain,,,,86.7,11.3,19.9,18.5,,,3.5,5.3,49.2,21.6,3.2,76.2,2.8,1.8,1.2,71.4,10.4,30,30,5,79.2,75,75,34,0.54,0.26,0.44,0.77,0.35,0.09,,0.63,,0.35,0.14,0.55,0.68,0.15,0.15,0.09,0.38,0.03,0.35,0.19,10.26,0.1,116.3,20.4,0.6,39.4,3.8,,26.2
96,Millet silage,,,100,34.9,12.3,47.7,6.3,,,2.3,11.8,3.6,61.9,6,53,1.9,1.1,0.5,31.9,2.6,20,20,5,56.1,75,75,41,0.35,0.12,0.35,0.67,0.35,0.08,,0.43,,0.35,0.55,0.47,0.51,0.37,0.37,1.21,2.84,0.03,0.2,0.27,9.32,,618.2,97.7,,46.5,175.4,,
97,"Molasses, beet",,,,77.9,10.9,100,,70.6,,,27.2,,,,75,2.7,1.8,1.2,0,,30,30,3,,75,75,,,,,,,,,,,,,,0.11,0.09,0.09,1.09,3.45,1.03,0.41,0.47,3,,87,3,,14,,,
98,"Molasses, cane",,,,66,8.6,100,,60,,1.9,12.2,12,,,72,2.6,1.7,1.1,0,,30,30,20,,75,75,,,,,,,,,,,,,,0.88,0.4,0.4,2.21,4.46,1.04,0.68,1.59,6.55,2.1,263,23.2,5.3,17.4,,,7
99,Native prairie hay,,,100,88,6.8,22.9,6.5,,,1.8,10.3,4.2,66.6,2.1,48.4,1.8,0.9,0.4,38,3.3,30,30,3.5,97.1,75,75,98,0.19,0.07,0.19,0.37,0.19,0.05,,0.24,,0.19,0.3,0.26,0.49,0.17,0.17,0.51,1.04,0.05,0.12,,3.75,,88,65.3,,20.6,37.2,,
100,Oat forage,,,,29.6,16.5,50.9,5.5,,,3.7,9.7,2.7,52.7,4.2,61.1,2.2,1.3,0.8,26.4,7.2,35,35,5,69.5,75,75,34,0.72,0.3,0.63,1.27,0.33,0.35,,0.96,,0.36,0.21,,0.48,0.2,0.2,1.02,2.77,0.21,0.22,0.06,8.96,0.1,603.4,63.2,1.2,27.9,0.2,,15
101,Oat grain,,,,89.9,12.5,27.4,4.3,,,6.2,3.1,44.1,26.6,3,83,3,2,1.4,56.5,7.2,35,35,5,69.5,75,75,34,0.55,0.23,0.48,0.97,0.25,0.27,,0.74,,0.27,0.16,,0.1,0.14,0.14,0.14,0.5,0.02,0.17,0.52,6.18,0.1,105,50.3,0.3,31.1,0.2,,15
102,Oat hay,,,100,89.6,8.7,40.8,3.7,,,2.2,7.1,4,59.1,4.7,59.9,2.2,1.3,0.7,33.9,3.9,30,30,4,65.5,75,75,98,0.25,0.09,0.25,0.48,0.25,0.06,,0.31,,0.25,0.39,0.33,0.29,0.14,0.14,0.92,1.65,0.41,0.13,0.88,6.91,,249.1,65.3,0.1,21.2,49.6,2,
103,Oat hulls,,,100,91.6,6.1,31.6,7,,,2.8,5.2,15.8,64.4,5.5,56.5,2,1.2,0.6,46.4,3.9,30,30,4,65.5,75,75,98,0.17,0.06,0.17,0.33,0.17,0.04,,0.21,,0.17,0.27,0.23,0.14,0.13,0.13,0.15,0.6,0.05,0.09,0.07,7.52,,241.6,54.1,,25.2,49.6,2,
104,Oat straw,,,100,84.2,4.8,53,1.9,,,1.3,6.9,1.4,73.8,7.1,44.3,1.6,0.8,0.2,45,1.4,30,30,3,12.1,75,75,98,0.14,0.05,0.14,0.27,0.14,0.03,,0.17,,0.14,0.22,0.18,0.3,0.13,0.13,0.27,2.23,0.22,0.13,,8.88,,164,70.3,,23.5,6.3,1,
105,Oatlage,,,100,33.8,12.7,63.4,5.5,,,3.7,9.8,3.1,58.9,5.3,58,2.1,1.2,0.7,22.4,5.2,30,30,7,81.3,75,75,41,0.36,0.13,0.36,0.7,0.36,0.09,,0.44,,0.36,0.57,0.49,0.46,0.18,0.18,0.91,2.53,0.23,0.19,0.49,8.16,,561.7,71.3,,29.8,37.2,,
106,Onions,,,100,23.2,10.1,11,31.5,,,13.6,6.2,54.5,10.5,0.8,68.9,2.5,1.6,1,51.8,10.7,50,50,5,33,75,75,34,0.29,0.1,0.29,0.56,0.29,0.07,,0.36,,0.29,0.46,0.39,0.51,0.17,0.17,,1.26,,0.34,,,,,,,,,,
107,Orchardgrass hay,,,100,91.5,13.8,25,8.1,,,2.3,10.5,7.1,57.4,6,56.2,2,1.2,0.6,23,3.6,30,30,3,74.8,75,75,98,0.39,0.14,0.39,0.76,0.39,0.09,,0.48,,0.39,0.62,0.53,0.53,0.26,0.26,0.41,2.6,0.05,0.22,0.43,6.62,,93,157.7,,20.9,15,,
108,Pea hulls,,,,88.8,20.1,48,4,,,1.3,4.2,40,54.9,3,71,2.6,1.7,1.1,35.8,2.5,30,30,6,74.6,75,75,34,2.35,0.44,0.74,1.34,0.7,0.24,,1.04,,0.57,0.2,0.9,0.2,0.2,0.2,0.39,0.97,0.95,0.17,,6.5,,200,13.3,0.4,41.3,,,4
109,Peanut hay,,,100,90.8,11,35.2,9,,,2,10.9,4,47.4,8.4,57.5,2.1,1.2,0.7,33.5,3.7,30,30,3,73.3,75,75,98,0.31,0.11,0.31,0.61,0.31,0.07,,0.39,,0.31,0.5,0.42,1.24,0.55,0.55,0.68,1.52,0.05,0.14,,8.36,,695.4,60.3,0.1,24.3,,,
110,Peanut hulls,,,100,93.4,9.5,24.5,19.5,,,4.2,3.8,1.2,68.5,23,42.8,1.5,0.7,0.2,52.5,10.8,25,25,6,58.2,75,75,100,1.12,0.23,0.41,0.63,0.48,0.18,,0.62,,0.39,0.03,0.52,0.29,0.14,0.14,0.1,0.7,0.03,0.1,0.02,12.52,,634,50,0,16.1,,,
111,Peanut meal,,,,94.1,45,29.8,12.5,,,7.7,5.6,6.9,19.9,3.3,80.8,2.9,2,1.3,28.2,7.8,45,45,6,88.4,75,75,36,4.89,0.98,1.42,2.72,1.41,0.49,,2.21,,1.14,0.44,1.72,0.21,0.32,0.32,0.21,1.11,0.03,0.27,1.19,14.1,0.1,462.9,32.1,,53.4,,,
112,Peanut silage,,,100,38,13.7,45.4,10.4,,,3.7,9.6,2.3,53.6,9.1,56.3,2,1.2,0.6,34.4,2.6,20,20,5,56.1,75,75,41,0.39,0.14,0.39,0.75,0.39,0.09,,0.48,,0.39,0.62,0.52,1.33,0.39,0.39,0.74,1.84,0.03,0.17,0.27,27.75,,396.3,37.5,,79.6,175.4,,
113,Peas,,,,87.3,23.9,69.7,4.4,,,1.9,3.8,42.7,13.7,1.1,80,2.9,1.9,1.3,15.5,8.9,40,40,8,73.7,75,75,34,1.06,0.5,0.92,1.39,0.83,0.33,,1.11,,0.71,0.22,1.11,0.13,0.18,0.18,0.13,1.07,0.03,0.57,,8.8,,112.7,21.5,0.4,36.3,0.2,,16.6
114,Peavine forage,,,100,18.2,20.1,51.5,6.3,,,3.8,9.6,3.5,44.3,5.7,62.1,2.2,1.4,0.8,26.3,24.4,30,30,9,83.4,75,75,41,0.57,0.2,0.57,1.11,0.57,0.13,,0.7,,0.57,0.91,0.77,1.07,0.26,0.26,0.54,2.81,0.02,0.21,0.24,,,,,,,37.2,,
115,Peavine hay,,,100,90.7,15.6,42.9,6.3,,,2,9.5,6.5,45.9,6.6,58.6,2.1,1.3,0.7,29.8,3.7,30,30,3,73.3,75,75,98,0.44,0.16,0.44,0.86,0.44,0.1,,0.55,,0.44,0.7,0.6,1.21,0.32,0.32,0.48,2.03,0.04,0.18,0.58,8.8,,1452,102.5,,44,26,,
116,Peavine silage,,,100,34.1,19.7,59.8,6.4,,,3.8,10.7,5.6,49.2,6.1,59.2,2.1,1.3,0.7,24,2.6,20,20,5,56.1,75,75,41,0.56,0.2,0.56,1.08,0.56,0.13,,0.69,,0.56,0.89,0.75,1,0.13,0.13,0.68,2.55,0.05,0.21,0.27,8.87,,1346,69,,32.8,175.4,,
117,Popcorn grain,,,,87.8,11.4,11,5,,,3.5,1.5,65.5,10.8,0.2,72.7,2.6,1.7,1.1,55.3,3.9,15,15,5,84.4,75,75,30,0.21,0.23,0.31,1.22,0.19,0.13,,0.42,,0.32,0.04,0.43,0.04,0.13,0.13,1.27,0.25,0.01,0.11,0.31,2.51,0,54.5,7.9,0.1,24.2,1,,25
118,"Potato byproduct, dry",,,,90.9,8.1,50.1,4.5,,,3.9,5.7,44.3,18.4,3.2,79.2,2.9,1.9,1.3,48.4,4.4,18,18,5,85.8,55,75,56,0.15,0.17,0.22,0.87,0.13,0.09,,0.3,,0.23,0.03,0.3,0.17,0.13,0.13,0.17,1.39,0.12,0.12,9.74,11.44,0,339.5,23.4,0.1,20.2,0,,
119,"Potato byproduct, wet",,,,23.4,12.1,40.6,6.2,,,7.9,7.7,44.3,21.7,3.3,79.1,2.9,1.9,1.3,53.3,1.4,17,17,7,66.4,75,75,4,0.5,0.22,0.34,1.1,0.25,0.14,,0.51,,0.38,0.2,0.63,0.41,0.13,0.13,0.17,1.19,0.09,0.16,9.74,9.48,0.1,1234,31.5,0,37.9,1.2,,49.4
120,Potato peels,,,,43.4,13.8,100,,,,0.6,6.6,,16,,78,2.8,1.9,1.2,48.4,4.4,18,18,5,85.8,55,75,56,0.25,0.28,0.37,1.48,0.23,0.15,,0.5,,0.39,0.05,0.52,0.17,0.13,0.13,0.17,1.39,0.12,0.12,9.74,11.44,0,339.5,23.4,0.1,20.2,0,,
121,Potatoes,,,,23.5,10.1,64.7,1.8,,,7.5,6.3,60.9,11.2,1.1,76.7,2.8,1.8,1.2,62.4,10.6,40,40,9,88.5,75,75,,0.44,0.23,0.4,1.38,0.3,0.1,,0.49,,0.29,0.11,0.46,0.14,0.11,0.11,0.26,1.88,0.04,0.14,0.57,5.97,0.1,134.5,12.1,0,15,,,17
122,Rice bran,,,,91.8,14.7,25.8,5,,,17.6,12.2,20.2,26.6,5.3,83.4,3,2,1.4,44.7,1.2,40,40,8,78,75,75,,1.03,0.38,0.48,0.98,0.63,0.28,,0.64,,0.52,0.13,0.73,2.04,0.73,0.73,0.13,1.28,0.06,0.16,1.09,9.53,,222.4,186.6,0.1,66.7,,,66.7
123,Rice grain,,,,88.8,8.4,19.3,2.6,,,1.8,3.2,77.2,8.2,1.9,82.7,3,2,1.4,59.6,5.8,50,50,10,78.1,75,75,,0.62,0.22,0.31,0.62,0.36,0.18,,0.4,,0.3,0.08,0.45,0.03,0.1,0.1,0.08,0.27,0.01,0.1,0.05,5.46,0.1,144.1,66.3,,23.9,,,15.7
124,Rice hay,,,100,92.7,7.4,30,3.8,,,1.8,14.5,9,62.3,3.8,54.7,2,1.1,0.6,38.3,3.6,30,30,4,74.8,75,75,98,0.21,0.07,0.21,0.41,0.21,0.05,,0.26,,0.21,0.33,0.28,0.24,0.17,0.17,0.62,1.87,0.09,0.16,,17.07,,328.8,350.3,,38.3,87.5,,13
125,Rice hulls,,,100,92,5.4,20,11.3,,,4.3,15.7,0.1,53.8,21.6,31.5,1.1,0.3,0.2,50,10.8,25,25,6,58.2,75,75,100,0.64,0.13,0.23,0.36,0.27,0.1,,0.36,,0.22,0.02,0.3,0.18,0.19,0.19,0.02,0.54,0.04,0.09,0.02,13,,131,119,0,22,,,
126,Rice silage,,,100,39.7,7.3,42.5,4.3,,,2.4,14.4,18.6,55.1,4.7,56,2,1.2,0.6,37.1,5.1,30,30,4,74.8,75,75,81,0.14,0.08,0.17,0.47,0.16,0.06,,0.21,,0.16,0.01,0.23,0.24,0.16,0.16,0.45,1.48,0.02,0.13,,13.34,,489.6,627,,43.6,,,
127,"Rye annual, fresh",,,100,32,18.7,49.1,5.8,,,4,10.2,1.9,51.7,3.7,65.1,2.4,1.5,0.9,25.6,5.8,25,25,9,79.6,75,75,41,0.53,0.19,0.53,1.02,0.53,0.13,,0.65,,0.53,0.84,0.71,0.52,0.21,0.21,1.02,3.03,0.14,0.25,,9.13,,293.5,67.4,,37.1,254.4,,
128,Ryegrass hay,,,100,90.4,18.6,35.6,6.1,,,3.3,9.6,2.3,51.5,4.3,63.7,2.3,1.4,0.8,33.3,3.6,30,30,5,74.8,75,75,98,0.53,0.19,0.53,1.02,0.53,0.12,,0.65,,0.53,0.84,0.71,0.51,0.22,0.22,1.24,2.38,0.46,0.23,,9.14,,475.1,132.9,0.1,35.5,199.9,,
